CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C16
$75.80 
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMK16GX4M2E3200C16
$64.99 
ASint DDR4 16GB 4000MHz RGB Desktop Memory Low Power Consumption Fast Heat Dissipation Support Intel XMP 2.0 Overclocking
$189.69 –
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMK16GX4M2B3200C16
$62.99 
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-32GTZR
$145.99 –
Vaseky AMD RAM 32GB(2*16GB) Kit DDR3 Memory 1600 MHz AMD Edition Memory DDR3 1600 (PC3 12800) Desktop Memory Model Only for AMD Desktop
$79.79 –
Vaseky AMD RAM 16GB(2*8GB) DDR3 Memory 1600 MHz AMD Edition Memory DDR3 1600 (PC3 12800) Desktop Memory Model Only for AMD Desktop
$45.69 –
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GVK
$115.89 –
Gigabyte AORUS 32GB (2 x 16GB) 288-Pin DDR5 SDRAM DDR5 5200 (PC5 41600) Intel XMP 3.0 Desktop Memory Model GP-ARS32G52D5
$291.19 –
Crucial 32GB Kit (2 x 16GB) DDR4-2666 DIMM 288-Pin Memory Kit CT2K16G4DFD8266
$122.96 –
HP V8 RGB 16GB (2 x 8GB) 288-Pin DDR4 3600 UDIMM Desktop Memory Model 8MG07AA#ABC
$129.99 –
HP V8 RGB 16GB (2 x 8GB) 288-Pin DDR4 3200 UDIMM Desktop Memory Model 8MG02AA#ABC
$72.99 –
HP V8 RGB 16GB (2 x 8GB) 288-Pin DDR4 3000 UDIMM Desktop Memory Model 8MG00AA#ABC
$67.99 –
HP V6 16GB (2 x 8GB) 288-Pin DDR4 3600MHz UDIMM Desktop Memory Model 7TE46AA#ABC
$72.99 –
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GVKB
$66.99 
Patriot Viper 3 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model PV316G160C9K
$56.99 
XPG SPECTRIX D50 RGB Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 White
$69.99 –
LEVEN SINBA 16GB KIT (8GBx2) DDR4 3600MHz PC4-28800 288-Pin U-DIMM CL18 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3600172408R-8Mx2)
$58.99 –
G.SKILL Trident Z RGB (For AMD) 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-16GTZRX
$79.19 
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZNC

G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C16D-32GVKC
$148.99 –
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-32GVK
$121.59 –
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C16D-16GVKC
$78.88 
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C16W
$89.99 
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-16GVK
$62.99 
CORSAIR Vengeance 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ16GX3M2A1600C10
$68.99 
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-32GTZR
$147.99 –
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMK32GX4M2D3600C18
$128.95 –
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMK16GX4M2E3200C16
$64.99 
ASint DDR4 16GB 4000MHz RGB Desktop Memory Low Power Consumption Fast Heat Dissipation Support Intel XMP 2.0 Overclocking
$189.69 –
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-32GTZR
$145.99 –
Vaseky AMD RAM 32GB(2*16GB) Kit DDR3 Memory 1600 MHz AMD Edition Memory DDR3 1600 (PC3 12800) Desktop Memory Model Only for AMD Desktop
$79.79 –
Vaseky AMD RAM 16GB(2*8GB) DDR3 Memory 1600 MHz AMD Edition Memory DDR3 1600 (PC3 12800) Desktop Memory Model Only for AMD Desktop
$45.69 –
Gigabyte AORUS 32GB (2 x 16GB) 288-Pin DDR5 SDRAM DDR5 5200 (PC5 41600) Intel XMP 3.0 Desktop Memory Model GP-ARS32G52D5
$291.19 –
Crucial 32GB Kit (2 x 16GB) DDR4-2666 DIMM 288-Pin Memory Kit CT2K16G4DFD8266
$122.96 –
HP V8 RGB 16GB (2 x 8GB) 288-Pin DDR4 3600 UDIMM Desktop Memory Model 8MG07AA#ABC
$129.99 –
HP V8 RGB 16GB (2 x 8GB) 288-Pin DDR4 3200 UDIMM Desktop Memory Model 8MG02AA#ABC
$72.99 –
HP V8 RGB 16GB (2 x 8GB) 288-Pin DDR4 3000 UDIMM Desktop Memory Model 8MG00AA#ABC
$67.99 –
HP V6 16GB (2 x 8GB) 288-Pin DDR4 3600MHz UDIMM Desktop Memory Model 7TE46AA#ABC
$72.99 –
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMW32GX4M2D3600C18
$150.99 –
Patriot Viper 3 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model PV316G160C9K
$56.99 
